node,degree,Betweenness_centrality,Eigenvector_centrality,Closeness_centrality,betwennes/degree
UNQ387/PRO719,1,0.0,2.1541618716687146e-05,0.26935236635370763,0.0
GABRA3,3,6.8681081390481194e-06,0.0005690685847650553,0.3304342716107422,2.2893693796827065e-06
TSHB,5,8.020567293306399e-06,0.0008968667176977703,0.33058968781233466,1.6041134586612798e-06
Bmpr1a,45,0.0003460196043050163,0.005438650757737329,0.38693916873107626,7.689324540111472e-06
Ptpn2,2,1.7836700530718175e-06,9.13999311442738e-05,0.294274649361524,8.918350265359087e-07
Rab5c,31,6.967991538787915e-05,0.002808849646556648,0.3491028745266033,2.2477392060606177e-06
RP23-390D17.8,1,0.0,2.1541618716687146e-05,0.26935236635370763,0.0
Tgfbr1,5,7.0442141283770235e-06,0.0008905148882190977,0.3334321631878558,1.4088428256754048e-06
RP23-457P12.1,1,0.0,2.1541618716687146e-05,0.26935236635370763,0.0
Calml3,67,0.0003180739650994189,0.007269557047210362,0.3717194420572486,4.747372613424162e-06
Tuba3a,31,0.00012997005727152257,0.004231654171559267,0.3543833112749732,4.1925824926297604e-06
IL10,8,0.000520142873550559,0.00020918175508854647,0.30967066857583436,6.501785919381987e-05
RP11-262N9.1,1,0.0,1.4009492802870225e-06,0.2364592094196804,0.0
IL10RA,5,0.000198740928861825,0.0002686359396045706,0.308871189233727,3.9748185772365e-05
A2M,55,0.0006485657262093726,0.00565796276484496,0.38835554941639616,1.1792104112897684e-05
IL2,13,6.035830662624333e-05,0.0009388897427743332,0.3268995988605314,4.6429466635571796e-06
IL2RG,18,7.053526911776484e-05,0.0007381582515229516,0.32707073057235925,3.9186260620980465e-06
IL17A,7,2.526612768222734e-06,0.00030883039867884423,0.3175580278985712,3.609446811746763e-07
CCL2,29,0.002681060208478736,0.001553672800370106,0.3433473774195518,9.245035201650813e-05
CTA-134P22.3,1,0.0,1.0404491570008144e-05,0.2556025273876085,0.0
VCAN,5,1.9870262828380227e-06,2.8064132055807527e-05,0.2684650274528527,3.974052565676045e-07
RP1-108C2.3,3,7.88055407246409e-05,0.0005116991719951238,0.337555528875015,2.62685135748803e-05
PCNA,202,0.002146033553602266,0.03600726360741612,0.4276045627376426,1.0623928483179535e-05
CDC6,45,0.00011856761553836207,0.007376780533939227,0.3832470010905125,2.6348359008524903e-06
ORC4,39,0.00010012715652949794,0.008007677282849549,0.38197133346919365,2.5673629879358446e-06
MCM7,149,0.001198349340092379,0.03207319046408333,0.4318077100291814,8.042613020754222e-06
ORC2,45,9.836543186782316e-05,0.00882314678712783,0.37998378159210705,2.185898485951626e-06
MCM2,492,0.00865052008353364,0.08506644497351791,0.47395482130815914,1.7582357893361057e-05
CCR3,17,0.0007877927098557198,3.7629439482903454e-05,0.2817981357121379,4.634074763857175e-05
Ccr2,1,0.0,1.0404491570008144e-05,0.2556025273876085,0.0
CCL5,26,0.00161899099189938,0.0019199302465144885,0.3477642402127528,6.22688843038223e-05
CXCL12,12,0.00022442645808479054,0.000660653645918808,0.33041485485956046,1.8702204840399212e-05
FN1,430,0.008336180135627739,0.0764963450747508,0.473715248525695,1.9386465431692414e-05
DAZAP2,42,0.00020931419798477836,0.004062154697116688,0.380137912385073,4.983671380589961e-06
PF4,7,1.4777292676288983e-06,2.7341314551438656e-05,0.2686317599847124,2.1110418108984262e-07
MBL2,10,0.0010769347695499657,0.0002927527582512294,0.3060136054421769,0.00010769347695499658
KRT1,67,0.0008046942057370493,0.018136742913289174,0.40508608889849435,1.2010361279657451e-05
RP11-94H3.1,1,0.0,1.9598268670405864e-06,0.23432095678626494,0.0
TRAPPC2,29,0.000174041142361433,0.003916823793128574,0.3641603523087883,6.001418702118379e-06
IL2RA,9,0.00035723793997256283,0.00020232497868865224,0.29464472856843427,3.969310444139587e-05
RP11-536K7.1,1,0.0,1.355074827517923e-06,0.22759653525459403,0.0
ICAM1,100,0.0005903519329238681,0.02207438236511289,0.39685228315336296,5.903519329238681e-06
SNTA1,13,6.745629690175135e-05,0.0012520585496784734,0.3387145352689597,5.188945915519335e-06
CCL3,10,2.0306827655214812e-05,5.8212951877283285e-05,0.2847665349944293,2.0306827655214813e-06
CCR4,16,0.0001466554404226662,0.0016053331766726542,0.3503863409770688,9.165965026416638e-06
CCL4,10,2.8940885817290942e-05,5.865260883818482e-05,0.2789878442073927,2.894088581729094e-06
ZFP36,32,0.0002477788720208525,0.004974142273539614,0.3784493202315251,7.74308975065164e-06
CCR5,26,0.0013137776953487442,0.0011861563153068562,0.33934821967410983,5.052991135956709e-05
CCL3L1,5,3.4711212345996636e-06,1.3117501976991171e-05,0.2564886192583132,6.942242469199328e-07
CCR1,22,0.0010517305486590347,0.0006704767411904988,0.3268615939080393,4.780593402995612e-05
TRIM5,62,0.0019156448813511797,0.005400839926193183,0.3789594284944063,3.089749808630935e-05
TRIM21,82,0.00014688186511507403,0.015154461311472892,0.39984356111782693,1.7912422575009026e-06
MNAT1,35,0.00018336389596070688,0.007313416192484831,0.38489971935108497,5.238968456020197e-06
SOCS1,56,9.807719850053783e-05,0.008227662078829764,0.3865667537467345,1.7513785446524612e-06
UBE2N,135,0.0012687481726892309,0.020261223739969483,0.43721328046030633,9.398134612512821e-06
PCBD1,28,4.410471630485993e-05,0.005113712266145879,0.3752419085752419,1.5751684394592832e-06
MKRN3,32,6.228344963448192e-05,0.0025665963166753266,0.3580616403464086,1.94635780107756e-06
PSMD7,105,0.00032734166718628504,0.01657205560117839,0.40476533256550534,3.117539687488429e-06
LZTR1,29,2.583091197001184e-05,0.004377755345101906,0.37196533703777207,8.907211024142013e-07
USP15,146,0.0007891888694728663,0.022673779445766772,0.41844024408394104,5.405403215567578e-06
CUEDC1,13,5.248155963391636e-06,0.0016666340026633948,0.3513935758030246,4.037043048762797e-07
OTUD6A,4,4.2710002771561557e-07,0.0009851796256254805,0.3360626344728664,1.0677500692890389e-07
OTUB2,38,4.7870842894218744e-05,0.005430065160116368,0.3770535774156776,1.2597590235320723e-06
PSMC5,241,0.01152130075071159,0.02320301641265626,0.43663612362168036,4.7806227181375894e-05
RP1-154G14.1,5,3.6835621008843906e-05,0.0008565758005711106,0.3504736973323361,7.367124201768781e-06
RP11-385F5.1,1,0.0,3.616705462050702e-05,0.2748289345063539,0.0
UBE2D2,145,0.0008915769694371301,0.015177308630551821,0.41112817138261315,6.148806685773311e-06
XPO1,562,0.013133660712334785,0.06900381902234504,0.4690915158087929,2.3369503046859047e-05
CREB1,87,0.00036286967971783024,0.011154442149219571,0.39567940327914997,4.170915858825635e-06
ZWINT,42,9.336062401974057e-05,0.005520948786072137,0.379445306700857,2.2228720004700135e-06
MAP3K1,146,0.0010031054567712515,0.024142683580718995,0.4275720477530226,6.870585320351038e-06
RP23-46N3.2,4,6.399118199278861e-06,0.000585419918142182,0.31425697200022357,1.5997795498197152e-06
UBE2D1,152,0.0010280786526156854,0.018613210828561357,0.42009712364587226,6.7636753461558255e-06
CGI-21,2,3.722494631237323e-06,0.0002331046272166511,0.30237685523768554,1.8612473156186615e-06
PRKCG,27,5.251003841124358e-05,0.0039151301279053904,0.37801680672268906,1.9448162374534658e-06
RP11-67K19.1,5,3.2978694258642066e-05,0.000706820261855591,0.3435361681329423,6.595738851728413e-06
PSMC2,172,0.0012185571592429182,0.028789067138784902,0.43293809670465044,7.084634646761153e-06
HSPA4,281,0.004052878726541671,0.045795132485954564,0.46192393000903637,1.4423055966340465e-05
DADB-118P11.2,1,0.0,3.616705462050702e-05,0.2748289345063539,0.0
UBE2D3,138,0.0008491823724671463,0.016874881136012727,0.412697247706422,6.15349545266048e-06
PIAS1,86,0.0002391058433613012,0.012823000618094991,0.4025053686471009,2.7803005042011767e-06
MAP3K11,33,0.0001698907576785058,0.004900947206509701,0.3958744015770206,5.1482047781365395e-06
HSPA8,508,0.012198673363441869,0.08202508090823142,0.4865028551652535,2.4013136542208403e-05
RP1-111D6.3,3,1.0271666850351506e-05,0.0005165304896951623,0.337150737498501,3.4238889501171687e-06
USP2,56,0.00023471141016564984,0.008728062559282239,0.4032269630692004,4.191275181529461e-06
RP11-356I2.3,4,2.203895375207029e-05,0.0006210489282712357,0.3409945421467556,5.509738438017572e-06
HIV1gp2,1,0.0,3.616705462050702e-05,0.2748289345063539,0.0
UBE2D4,37,4.021556463604821e-05,0.0029553528311510088,0.3596418292292933,1.0869071523256272e-06
IKBKG,275,0.005202059826808344,0.035187096359804035,0.45600519017111346,1.8916581188393977e-05
TRIM34,8,3.4550776989569367e-06,0.00028136759998995565,0.31074882564244266,4.318847123696171e-07
UBE2H,44,0.00010436157331519179,0.005573959653698805,0.37771209780345266,2.3718539389816317e-06
TRIM6,8,1.5112206105396007e-06,0.0014173976747678604,0.3433473774195518,1.8890257631745009e-07
UBB,105,0.0006485276593768145,0.01566615663279928,0.4103780470004379,6.176453898826805e-06
AC002059.7,17,0.00038225810052739995,0.0020042568936139513,0.36579495186052563,2.248577061925882e-05
TAB3,24,1.338433299343224e-05,0.0037222913451541973,0.3639011131245146,5.576805413930101e-07
USP5,42,7.528958919360736e-05,0.008697693425872823,0.39504004496276524,1.7926092665144609e-06
LGALS3,67,0.0007080807011856445,0.009592667145477468,0.40366116295764537,1.0568368674412604e-05
HHV5wtgp108,1,0.0,3.616705462050702e-05,0.2748289345063539,0.0
TRIM35,20,1.176446139756309e-05,0.0017626367136896767,0.34463103701887715,5.882230698781545e-07
TUBA1A,259,0.003088076972908117,0.041143573104791026,0.4473705147585329,1.1923077115475354e-05
UBE2K,51,0.000280079381025606,0.007237176142560954,0.3999573227114304,5.49175256912953e-06
RP11-297K8.3,2,2.5181683969739613e-06,0.00010517925892479699,0.29385941991115755,1.2590841984869806e-06
YARS,45,4.027345009177383e-05,0.011714976698764671,0.3925305410122164,8.949655575949739e-07
PSMC4,141,0.0007240152925946721,0.024648959889904384,0.4147060992698577,5.134860231167887e-06
SQSTM1,218,0.002930798407751089,0.033544955750766714,0.4418166103559362,1.344402939335362e-05
RP4-636O23.1,2,2.776537337407203e-06,0.0003931233456227461,0.3220504009163803,1.3882686687036014e-06
UBE2V2,33,4.031583075445092e-05,0.004845578015475036,0.3797271745002701,1.2216918410439672e-06
APOA1,94,0.008698911122558939,0.0038928005903012654,0.3714738719693466,9.254160768679723e-05
KIAA0754,7,2.9433993679777202e-05,0.0013037873178382176,0.34111866051929146,4.204856239968172e-06
LBP,6,5.2822416563080264e-05,0.0007582668740823469,0.337555528875015,8.80373609384671e-06
C1QA,8,1.989568739406684e-05,0.0013073625354605113,0.3377177177177177,2.486960924258355e-06
GOT1L1,3,5.6320176574186135e-06,0.00016325811185921615,0.29817584049209883,1.8773392191395377e-06
DAAP-65D20.6,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
APOD,17,4.374810249639062e-05,0.002969390272292243,0.35867831855584614,2.5734177939053307e-06
CMTM5,14,3.466641208805426e-05,0.0011496482612495392,0.33408591289881767,2.476172292003876e-06
MOCOS,10,5.221088883045982e-05,0.000877605871729331,0.3384087626384208,5.2210888830459815e-06
RP11-101E13.2,14,0.00019795582350894033,0.0014984427161561515,0.34712019260448174,1.4139701679210024e-05
APOB,26,9.346609523807344e-05,0.0036822068603483502,0.3698368850302552,3.5948498168489783e-06
DNTT,6,1.4320474873062582e-05,0.0016705072091581833,0.34752781211372064,2.386745812177097e-06
TNS3,19,7.07089035240107e-05,0.004833895241324467,0.38332538005317335,3.721521238105826e-06
SAA2,2,2.5402280228525053e-06,8.164791092293852e-05,0.2950776658270361,1.2701140114262526e-06
PSEC0156,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
MAPK6,172,0.001999773855495203,0.02301751162962662,0.42890922959572847,1.1626592183111646e-05
ABCA6,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
TXNDC2,3,0.0,2.6243237937943758e-05,0.2708704658220531,0.0
RP11-284F21.3,2,8.773361370660366e-06,4.287953667039175e-05,0.28407598262099626,4.386680685330183e-06
SERTAD3,5,8.22602757904274e-06,0.000645182300678398,0.31371345681767465,1.6452055158085481e-06
RP11-65B23.1,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
AAG4,5,0.00010214360271483826,0.0006460606101405301,0.33779887059954344,2.0428720542967653e-05
ZNF558,8,3.828049433468819e-05,0.0009175301765902867,0.33430439952437574,4.785061791836023e-06
IGKC,25,0.0004215182144057151,0.003472514252287618,0.37783900013439053,1.6860728576228602e-05
GDPD1,10,2.6378731705391136e-05,0.0002664356605950245,0.3077217752968861,2.6378731705391137e-06
BRAP,33,0.00016283425966837629,0.004698385571802231,0.3759443738717657,4.934371505102311e-06
DDX19B,49,0.00033708866072075245,0.006610558906902338,0.3957908073484902,6.879360422872499e-06
SPEF2,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
HBA1,21,3.6553060827378156e-05,0.006581257800345371,0.3741433229090425,1.7406219441608646e-06
PDE1A,3,3.0884299046561833e-06,0.0005789375675937716,0.3303372106685466,1.0294766348853944e-06
Cep135,22,7.386974188868762e-05,0.0011072763913271054,0.3362434969802069,3.3577155403948915e-06
FAM83C,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
ERVK-10,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
RP11-93H24.1,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
ROBO3,3,3.3612789360243015e-06,0.00045699171766681765,0.32731823738285115,1.1204263120081004e-06
HP,28,0.0013434159098410425,0.0017752250688767898,0.35835829456376267,4.797913963718009e-05
RP5-876C12.1,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
DDX31,40,0.00020318086338903896,0.008289949029853227,0.3789849700074139,5.079521584725974e-06
GIG20,3,0.0,0.00012669625653534931,0.29541872438793737,0.0
APOC3,5,8.976865015608211e-06,0.00025674901562857354,0.3089220964729151,1.7953730031216422e-06
RP11-569D9.1,3,6.457308091496201e-06,0.0001376032541240042,0.29445957268537915,2.152436030498734e-06
KRT9,53,0.00021140697066241422,0.015891022553962086,0.40121298608633604,3.988810767215363e-06
AKT2,47,0.00028569600401694286,0.008288263789342162,0.40764100333478326,6.07863838333921e-06
LCAT,3,1.7244088625222743e-06,7.420596795436317e-05,0.2893531621468636,5.748029541740914e-07
SAFB2,42,0.0001343345596768296,0.012165950468151684,0.39190131028714803,3.1984418970673713e-06
QDPR,20,4.471356105827932e-05,0.0038003694505320514,0.36160771704180067,2.235678052913966e-06
JAK3,57,0.000324895550573293,0.00675614766522706,0.38295988558196553,5.699921939882333e-06
APOF,2,0.0,3.631436989803576e-05,0.27776131199367715,0.0
MSTP134,4,2.2609269028702544e-05,0.00012976396479656474,0.2984924089606115,5.652317257175636e-06
PP2464,2,2.5221101987574952e-05,0.00022880694971534065,0.3083799495448064,1.2610550993787476e-05
PLTP,9,1.8379009363284997e-05,0.00041363680963786364,0.31916222045635145,2.042112151476111e-06
Papss1,10,1.6605920446030265e-05,0.0006390611406639271,0.32580103134596444,1.6605920446030264e-06
FGA,22,6.480760646881122e-05,0.002828233373357932,0.3727543917799138,2.9458002940368737e-06
RP3-527F8.3,3,3.702333977781266e-05,0.00014337032594786124,0.29586950802420414,1.2341113259270886e-05
APOC1,4,1.8639976589327485e-06,0.00014348870133435536,0.2961188056243088,4.659994147331871e-07
FAM169A,3,5.4148274090656815e-06,0.0003005575961426218,0.31466144376049243,1.8049424696885606e-06
U2AF2,293,0.0034201361895271985,0.060542469150888525,0.462037797863599,1.1672819759478494e-05
RRP1B,71,0.00026146429619597724,0.020566872595375887,0.4061100678896432,3.682595721070102e-06
ATP4A,31,9.545005299866998e-05,0.002909194060171902,0.3553463094034378,3.0790339676990315e-06
TTR,33,0.00016002886179270875,0.003241743061467456,0.36044871794871797,4.8493594482639015e-06
PTPN5,27,6.10653472674152e-05,0.0033264285380480234,0.3626104339975495,2.261679528422785e-06
RP11-203M2.2,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
RP11-98D18.12-005,4,7.5374360121009195e-06,0.00014949188416175626,0.297403078224996,1.8843590030252299e-06
ABCA1,19,0.00019687672920354828,0.00311337054778261,0.3726061891193427,1.0361933115976226e-05
SMPDL3A,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
hCG_24006,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
APP,611,0.026879981062217895,0.05419676501564612,0.4769296013570823,4.3993422360422085e-05
NLRP1,16,6.357971895288022e-05,0.0018993752217844836,0.3503863409770688,3.9737324345550136e-06
KRT16,39,6.952369197187075e-05,0.012258301584534576,0.3891349480968858,1.7826587685095062e-06
VCAM1,277,0.0026588089884042633,0.05610348821903022,0.4610150036894318,9.598588405791564e-06
Lep,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
RP1-68O2.2,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
MIS12,19,0.00019500265593613242,0.0025749526770999687,0.37302640307814783,1.0263297680849075e-05
mCG_129875,1,0.0,2.606750282811574e-05,0.2708704658220531,0.0
SCARB1,14,5.445349274637981e-05,0.002549528502413046,0.35611146295123497,3.889535196169987e-06
VCP,434,0.009737336339297858,0.06807024728152321,0.4781056032650285,2.2436258846308428e-05
ALDH2,29,0.00012013729673470912,0.004533411196091432,0.3795477556530543,4.142665404645142e-06
RP4-597N16.2,2,2.606976481276491e-05,9.62850151713817e-05,0.2939976994666946,1.3034882406382454e-05
GPLD1,3,3.937890666404647e-06,0.0005488661387843206,0.31961575626669697,1.3126302221348822e-06
IGKV2-40,5,3.64509400233266e-06,0.0010081547858263973,0.3257255401726235,7.29018800466532e-07
CTA-941F9.7,2,3.240482304736095e-05,7.824590257093372e-05,0.2873862823264847,1.6202411523680474e-05
C1QC,2,0.0,0.0005381971912864321,0.32371905584340815,0.0
CP,9,1.6285106192358903e-05,0.0011190899673846765,0.33788006249248886,1.8094562435954337e-06
APOA2,17,0.0002807795543870987,0.001529816268850607,0.35088923556942275,1.651644437571169e-05
ABCA13,5,7.863279518522295e-06,0.0007912229979564486,0.3337884364240769,1.5726559037044591e-06
SERPINA1,59,0.004662464043583529,0.003404116944136802,0.3636657612210581,7.902481429802592e-05
RAP2A,18,5.854821745482278e-05,0.002673214303235109,0.3589989146395965,3.2526787474901546e-06
RP11-128N14.2,1,0.0,2.279562762640695e-05,0.2666951242648454,0.0
KLK3,6,6.2457475408329276e-06,0.0012330972751605908,0.34294949987801904,1.0409579234721546e-06
ELANE,7,1.4606982825344977e-05,7.032423482866006e-05,0.29098530324984473,2.0867118321921397e-06
PRTN3,7,1.8713004399589236e-05,0.0011067720949771195,0.34037530266343824,2.673286342798462e-06
DERL2,25,4.508330853578007e-05,0.00213067973285938,0.3506048135677765,1.8033323414312027e-06
CGI-101,1,0.0,2.279562762640695e-05,0.2666951242648454,0.0
