interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC	database source
Erh	PRMT1	-	Q99873	Biogrid
Erh	CHCHD3	-	Q9NX63	Biogrid
FGA	FGB	P02671	P02675	Biogrid
FGA	FGA	P02671	P02671	Biogrid
FGA	KHDRBS2	P02671	Q5VWX1	Biogrid
FGA	MIS12	P02671	Q9H081	Biogrid
FGA	UBC	P02671	P0CG48	Biogrid
FGA	FN1	P02671	P02751	Biogrid
FGA	DDX19B	P02671	Q9UMR2	Biogrid
FGA	ALDH2	P02671	P05091	Biogrid
FGA	TRIM33	P02671	Q9UPN9	Biogrid
FGA	FBXW7	P02671	Q969H0	Biogrid
FGA	SNX27	P02671	Q96L92	Biogrid
FGA	MAPK6	P02671	Q16659	Biogrid
FGA	MEOX2	P02671	P50222	Biogrid
FGA	ESR2	P02671	Q92731	Biogrid
FGA	APP	P02671	P05067	Biogrid
KRT38	KRT2	O76015	P35908	Biogrid
KRT38	PIN1	O76015	Q13526	Biogrid
KRT38	PSMA1	O76015	P25786	Biogrid
KRT38	HGS	O76015	O14964	Biogrid
KRT38	C19orf57	O76015	Q0VDD7	Biogrid
KRT38	USHBP1	O76015	Q8N6Y0	Biogrid
KRT38	HAUS1	O76015	Q96CS2	Biogrid
KRT38	KRT79	O76015	Q5XKE5	Biogrid
KRT38	HEXIM1	O76015	O94992	Biogrid
EIF2S3	DCC	P41091	P43146	Biogrid
EIF2S3	RAD21	P41091	O60216	Biogrid
EIF2S3	NDRG1	P41091	Q92597	Biogrid
EIF2S3	ELAVL1	P41091	Q15717	Biogrid
EIF2S3	CDK2	P41091	P24941	Biogrid
EIF2S3	GRK5	P41091	P34947	Biogrid
EIF2S3	EIF2S1	P41091	P05198	Biogrid
EIF2S3	FN1	P41091	P02751	Biogrid
EIF2S3	MAPK6	P41091	Q16659	Biogrid
EIF2S3	AIP	P41091	O00170	Biogrid
EIF2S3	RARS	P41091	-	Biogrid
EIF2S3	IQGAP1	P41091	P46940	Biogrid
EIF2S3	CCAR2	P41091	Q8N163	Biogrid
EIF2S3	rev	P41091	-	Biogrid
EIF2S3	RNF2	P41091	Q99496	Biogrid
EIF2S3	EIF2S2	P41091	P20042	Biogrid
EIF2S3	RPS4X	P41091	P62701	Biogrid
EIF2S3	Hsph1	P41091	-	Biogrid
EIF2S3	Rrbp1	P41091	-	Biogrid
EIF2S3	NF2	P41091	P35240	Biogrid
EIF2S3	Ksr1	P41091	-	Biogrid
EIF2S3	CDC73	P41091	Q6P1J9	Biogrid
EIF2S3	CDH1	P41091	P12830	Biogrid
EIF2S3	CYLD	P41091	Q9NQC7	Biogrid
EIF2S3	KRAS	P41091	P01116	Biogrid
EIF2S3	EFTUD2	P41091	Q15029	Biogrid
EIF2S3	ESR2	P41091	Q92731	Biogrid
EIF2S3	RPS6KB2	P41091	Q9UBS0	Biogrid
EIF2S3	PHB	P41091	P35232	Biogrid
EIF2S3	MAPT	P41091	P10636	Biogrid
EIF2S3	NR2C2	P41091	P49116	Biogrid
C1QC	FN1	P02747	P02751	Biogrid
KLHDC2	DDX19B	Q9Y2U9	Q9UMR2	Biogrid
KLHDC2	STRN4	Q9Y2U9	Q9NRL3	Biogrid
KLHDC2	CUL2	Q9Y2U9	Q13617	Biogrid
KLHDC2	TCEB2	Q9Y2U9	-	Biogrid
KLHDC2	TCEB1	Q9Y2U9	-	Biogrid
KLHDC2	CUL5	Q9Y2U9	Q93034	Biogrid
KLHDC2	MTFR2	Q9Y2U9	Q6P444	Biogrid
KLHDC2	SGTB	Q9Y2U9	Q96EQ0	Biogrid
KLHDC2	SDHAF2	Q9Y2U9	Q9NX18	Biogrid
KLHDC2	UBXN7	Q9Y2U9	O94888	Biogrid
KLHDC2	GLMN	Q9Y2U9	Q92990	Biogrid
KLHDC2	CCT2	Q9Y2U9	P78371	Biogrid
KLHDC2	CCT6A	Q9Y2U9	P40227	Biogrid
KLHDC2	PFDN1	Q9Y2U9	O60925	Biogrid
KLHDC2	KLHL42	Q9Y2U9	Q9P2K6	Biogrid
KLHDC2	CCT6B	Q9Y2U9	Q92526	Biogrid
KLHDC2	UBE2M	Q9Y2U9	P61081	Biogrid
Tap2	PDIA3	-	P30101	Biogrid
U2AF2	SAFB	P26368	Q15424	Biogrid
U2AF2	EIF3A	P26368	Q14152	Biogrid
U2AF2	SRPK2	P26368	P78362	Biogrid
U2AF2	DVL2	P26368	O14641	Biogrid
U2AF2	RNPS1	P26368	Q15287	Biogrid
U2AF2	SRSF11	P26368	Q05519	Biogrid
U2AF2	SF3A2	P26368	Q15428	Biogrid
U2AF2	WT1	P26368	P19544	Biogrid
U2AF2	GIGYF2	P26368	Q6Y7W6	Biogrid
U2AF2	RBM39	P26368	Q14498	Biogrid
U2AF2	NONO	P26368	Q15233	Biogrid
U2AF2	SIRT7	P26368	Q9NRC8	Biogrid
U2AF2	CUL3	P26368	Q13618	Biogrid
U2AF2	CUL5	P26368	Q93034	Biogrid
U2AF2	CUL1	P26368	Q13616	Biogrid
U2AF2	COPS5	P26368	Q92905	Biogrid
U2AF2	PRPF19	P26368	Q9UMS4	Biogrid
U2AF2	BCAS2	P26368	O75934	Biogrid
U2AF2	CDC5L	P26368	Q99459	Biogrid
U2AF2	PLRG1	P26368	O43660	Biogrid
U2AF2	POLR2A	P26368	P24928	Biogrid
U2AF2	SMAD2	P26368	Q15796	Biogrid
U2AF2	SMAD3	P26368	P84022	Biogrid
U2AF2	TOP1	P26368	P11387	Biogrid
U2AF2	SNRNP70	P26368	P08621	Biogrid
U2AF2	HNRNPM	P26368	P52272	Biogrid
U2AF2	SRSF2	P26368	Q01130	Biogrid
U2AF2	SF3B6	P26368	Q9Y3B4	Biogrid
U2AF2	SF3B1	P26368	O75533	Biogrid
U2AF2	SNRPA1	P26368	P09661	Biogrid
U2AF2	SRSF7	P26368	Q16629	Biogrid
U2AF2	SRSF3	P26368	P84103	Biogrid
U2AF2	CPSF6	P26368	Q16630	Biogrid
U2AF2	PRPF3	P26368	O43395	Biogrid
U2AF2	HNRNPH1	P26368	P31943	Biogrid
U2AF2	HNRNPC	P26368	P07910	Biogrid
U2AF2	HNRNPK	P26368	P61978	Biogrid
U2AF2	HNRNPR	P26368	O43390	Biogrid
U2AF2	DDX5	P26368	P17844	Biogrid
U2AF2	TPR	P26368	P12270	Biogrid
U2AF2	RPL37A	P26368	P61513	Biogrid
U2AF2	RPL18	P26368	Q07020	Biogrid
U2AF2	RPL6	P26368	Q02878	Biogrid
U2AF2	DDX3X	P26368	O00571	Biogrid
U2AF2	HNRNPDL	P26368	O14979	Biogrid
U2AF2	SAP18	P26368	O00422	Biogrid
U2AF2	SYNCRIP	P26368	O60506	Biogrid
U2AF2	PRKDC	P26368	P78527	Biogrid
U2AF2	DYNC1H1	P26368	Q14204	Biogrid
U2AF2	SEPT7	P26368	-	Biogrid
U2AF2	PHGDH	P26368	O43175	Biogrid
U2AF2	POC1A	P26368	Q8NBT0	Biogrid
U2AF2	ESR1	P26368	P03372	Biogrid
U2AF2	BARD1	P26368	Q99728	Biogrid
U2AF2	SNRPA	P26368	P09012	Biogrid
U2AF2	SUGP1	P26368	Q8IWZ8	Biogrid
U2AF2	HNRNPA0	P26368	Q13151	Biogrid
U2AF2	DDX17	P26368	Q92841	Biogrid
U2AF2	SRPK1	P26368	Q96SB4	Biogrid
U2AF2	APBB1	P26368	O00213	Biogrid
U2AF2	PIN1	P26368	Q13526	Biogrid
U2AF2	TERF1	P26368	P54274	Biogrid
U2AF2	AES	P26368	-	Biogrid
U2AF2	CUL7	P26368	Q14999	Biogrid
U2AF2	SUZ12	P26368	Q15022	Biogrid
U2AF2	EED	P26368	O75530	Biogrid
U2AF2	RNF2	P26368	Q99496	Biogrid
U2AF2	LUC7L	P26368	Q9NQ29	Biogrid
U2AF2	RANGAP1	P26368	P46060	Biogrid
U2AF2	PSMA1	P26368	P25786	Biogrid
U2AF2	PSMA2	P26368	P25787	Biogrid
U2AF2	EWSR1	P26368	Q01844	Biogrid
U2AF2	TRA2B	P26368	P62995	Biogrid
U2AF2	ACIN1	P26368	Q9UKV3	Biogrid
U2AF2	AK2	P26368	P54819	Biogrid
U2AF2	ANXA2	P26368	P07355	Biogrid
U2AF2	CALM1	P26368	P0DP23	Biogrid
U2AF2	CANX	P26368	P27824	Biogrid
U2AF2	CCT2	P26368	P78371	Biogrid
U2AF2	CCT6A	P26368	P40227	Biogrid
U2AF2	CFL1	P26368	P23528	Biogrid
U2AF2	CLTC	P26368	Q00610	Biogrid
U2AF2	DDX21	P26368	Q9NR30	Biogrid
U2AF2	DHX15	P26368	O43143	Biogrid
U2AF2	DHX9	P26368	Q08211	Biogrid
U2AF2	EEF2	P26368	P13639	Biogrid
U2AF2	EFTUD2	P26368	Q15029	Biogrid
U2AF2	EIF4A3	P26368	P38919	Biogrid
U2AF2	EIF4H	P26368	Q15056	Biogrid
U2AF2	EIF5A	P26368	P63241	Biogrid
U2AF2	ELAVL1	P26368	Q15717	Biogrid
U2AF2	EVL	P26368	Q9UI08	Biogrid
U2AF2	FBL	P26368	P22087	Biogrid
U2AF2	FUBP1	P26368	Q96AE4	Biogrid
U2AF2	GANAB	P26368	Q14697	Biogrid
U2AF2	GBP2	P26368	P32456	Biogrid
U2AF2	GNB2L1	P26368	-	Biogrid
U2AF2	GPI	P26368	P06744	Biogrid
U2AF2	SARNP	P26368	P82979	Biogrid
U2AF2	HCLS1	P26368	P14317	Biogrid
U2AF2	HINT1	P26368	P49773	Biogrid
U2AF2	HNRNPA1	P26368	P09651	Biogrid
U2AF2	HNRNPAB	P26368	Q99729	Biogrid
U2AF2	HSP90B1	P26368	P14625	Biogrid
U2AF2	HSPA1A	P26368	P0DMV8	Biogrid
U2AF2	HSPA5	P26368	P11021	Biogrid
U2AF2	HSPE1	P26368	P61604	Biogrid
U2AF2	IFI16	P26368	Q16666	Biogrid
U2AF2	ILF3	P26368	Q12906	Biogrid
U2AF2	IQGAP1	P26368	P46940	Biogrid
U2AF2	LASP1	P26368	Q14847	Biogrid
U2AF2	MDH2	P26368	P40926	Biogrid
U2AF2	MSN	P26368	P26038	Biogrid
U2AF2	MTHFD1	P26368	P11586	Biogrid
U2AF2	MVP	P26368	Q14764	Biogrid
U2AF2	NCL	P26368	P19338	Biogrid
U2AF2	NPM1	P26368	P06748	Biogrid
U2AF2	NUMA1	P26368	Q14980	Biogrid
U2AF2	P4HB	P26368	P07237	Biogrid
U2AF2	PABPC1	P26368	P11940	Biogrid
U2AF2	PABPN1	P26368	Q86U42	Biogrid
U2AF2	PAICS	P26368	P22234	Biogrid
U2AF2	PCBP1	P26368	Q15365	Biogrid
U2AF2	PCNA	P26368	P12004	Biogrid
U2AF2	PDIA3	P26368	P30101	Biogrid
U2AF2	PHB	P26368	P35232	Biogrid
U2AF2	PKM	P26368	P14618	Biogrid
U2AF2	PPIA	P26368	P62937	Biogrid
U2AF2	PRDX2	P26368	P32119	Biogrid
U2AF2	PTBP1	P26368	P26599	Biogrid
U2AF2	RAB7A	P26368	P51149	Biogrid
U2AF2	RAC2	P26368	P15153	Biogrid
U2AF2	S100A6	P26368	P06703	Biogrid
U2AF2	SAMHD1	P26368	Q9Y3Z3	Biogrid
U2AF2	SEPT9	P26368	-	Biogrid
U2AF2	SF3A1	P26368	Q15459	Biogrid
U2AF2	SF3B2	P26368	Q13435	Biogrid
U2AF2	SRSF4	P26368	Q08170	Biogrid
U2AF2	SHMT2	P26368	P34897	Biogrid
U2AF2	SND1	P26368	Q7KZF4	Biogrid
U2AF2	SRRM1	P26368	Q8IYB3	Biogrid
U2AF2	ST13	P26368	P50502	Biogrid
U2AF2	STAT1	P26368	P42224	Biogrid
U2AF2	TRIM28	P26368	Q13263	Biogrid
U2AF2	TUFM	P26368	P49411	Biogrid
U2AF2	U2AF2	P26368	P26368	Biogrid
U2AF2	UPF1	P26368	Q92900	Biogrid
U2AF2	VCP	P26368	P55072	Biogrid
U2AF2	VDAC1	P26368	P21796	Biogrid
U2AF2	WARS	P26368	-	Biogrid
U2AF2	WDR1	P26368	O75083	Biogrid
U2AF2	XRCC6	P26368	P12956	Biogrid
U2AF2	YBX1	P26368	P67809	Biogrid
U2AF2	YWHAE	P26368	P62258	Biogrid
U2AF2	YWHAZ	P26368	P63104	Biogrid
U2AF2	ZYX	P26368	Q15942	Biogrid
U2AF2	JMJD6	P26368	Q6NYC1	Biogrid
U2AF2	CLK3	P26368	P49761	Biogrid
U2AF2	C1QBP	P26368	Q07021	Biogrid
U2AF2	CLK2	P26368	P49760	Biogrid
U2AF2	ZRANB2	P26368	O95218	Biogrid
U2AF2	HIST1H2AG	P26368	-	Biogrid
U2AF2	BCLAF1	P26368	Q9NYF8	Biogrid
U2AF2	DAP3	P26368	P51398	Biogrid
U2AF2	RPS3A	P26368	P61247	Biogrid
U2AF2	MRPS9	P26368	P82933	Biogrid
U2AF2	RPL10A	P26368	P62906	Biogrid
U2AF2	INO80B	P26368	Q9C086	Biogrid
U2AF2	UBE2A	P26368	P49459	Biogrid
U2AF2	GSK3A	P26368	P49840	Biogrid
U2AF2	KRAS	P26368	P01116	Biogrid
U2AF2	CUL4B	P26368	Q13620	Biogrid
U2AF2	CHD3	P26368	Q12873	Biogrid
U2AF2	HERC2	P26368	O95714	Biogrid
U2AF2	SNAI1	P26368	O95863	Biogrid
U2AF2	RC3H1	P26368	Q5TC82	Biogrid
U2AF2	USP14	P26368	P54578	Biogrid
U2AF2	NR2C2	P26368	P49116	Biogrid
U2AF2	OTUB2	P26368	Q96DC9	Biogrid
WDR66	CLK1	Q8TBY9	P49759	Biogrid
WDR66	ESR2	Q8TBY9	Q92731	Biogrid
PSMA2	PSMB5	P25787	P28074	Biogrid
PSMA2	NME2	P25787	P22392	Biogrid
PSMA2	PLK1	P25787	P53350	Biogrid
PSMA2	SLX1B	P25787	Q9BQ83	Biogrid
PSMA2	CUL1	P25787	Q13616	Biogrid
PSMA2	NFKBIA	P25787	P25963	Biogrid
PSMA2	TERF1	P25787	P54274	Biogrid
PSMA2	UBC	P25787	P0CG48	Biogrid
PSMA2	INSIG2	P25787	Q9Y5U4	Biogrid
PSMA2	PSMB6	P25787	P28072	Biogrid
PSMA2	PSMA3	P25787	P25788	Biogrid
PSMA2	PSMA1	P25787	P25786	Biogrid
PSMA2	PSMA2	P25787	P25787	Biogrid
PSMA2	PSMB1	P25787	P20618	Biogrid
PSMA2	PCK1	P25787	P35558	Biogrid
PSMA2	Psmb4	P25787	-	Biogrid
PSMA2	RAD23A	P25787	P54725	Biogrid
PSMA2	SHFM1	P25787	-	Biogrid
PSMA2	PRPF19	P25787	Q9UMS4	Biogrid
PSMA2	CDC5L	P25787	Q99459	Biogrid
PSMA2	FKBP8	P25787	Q14318	Biogrid
PSMA2	PSMC1	P25787	P62191	Biogrid
PSMA2	NEDD8	P25787	Q15843	Biogrid
PSMA2	PSMC4	P25787	P43686	Biogrid
PSMA2	PSMD1	P25787	Q99460	Biogrid
PSMA2	PSMD12	P25787	O00232	Biogrid
PSMA2	PSMD11	P25787	O00231	Biogrid
PSMA2	PSMD7	P25787	P51665	Biogrid
PSMA2	PSMD4	P25787	P55036	Biogrid
PSMA2	PSMD14	P25787	O00487	Biogrid
PSMA2	ADRM1	P25787	Q16186	Biogrid
PSMA2	PAAF1	P25787	Q9BRP4	Biogrid
PSMA2	UBB	P25787	P0CG47	Biogrid
PSMA2	USP14	P25787	P54578	Biogrid
PSMA2	FBXW7	P25787	Q969H0	Biogrid
PSMA2	PSMG2	P25787	Q969U7	Biogrid
PSMA2	HSPA5	P25787	P11021	Biogrid
PSMA2	VCP	P25787	P55072	Biogrid
PSMA2	PSMA8	P25787	Q8TAA3	Biogrid
PSMA2	ZNF24	P25787	P17028	Biogrid
PSMA2	SNRPA1	P25787	P09661	Biogrid
PSMA2	YBX1	P25787	P67809	Biogrid
PSMA2	FN1	P25787	P02751	Biogrid
PSMA2	IQCB1	P25787	Q15051	Biogrid
PSMA2	PARK2	P25787	-	Biogrid
PSMA2	KIF5B	P25787	P33176	Biogrid
PSMA2	ASB11	P25787	Q8WXH4	Biogrid
PSMA2	AMFR	P25787	Q9UKV5	Biogrid
PSMA2	SYVN1	P25787	Q86TM6	Biogrid
PSMA2	AMBRA1	P25787	Q9C0C7	Biogrid
PSMA2	CLIC4	P25787	Q9Y696	Biogrid
PSMA2	DCTN2	P25787	Q13561	Biogrid
PSMA2	ELP6	P25787	Q0PNE2	Biogrid
PSMA2	EXOSC2	P25787	Q13868	Biogrid
PSMA2	EXOSC6	P25787	Q5RKV6	Biogrid
PSMA2	EXOSC9	P25787	Q06265	Biogrid
PSMA2	DYNC1I2	P25787	Q13409	Biogrid
PSMA2	EXOSC5	P25787	Q9NQT4	Biogrid
PSMA2	WDR11	P25787	Q9BZH6	Biogrid
PSMA2	MED4	P25787	Q9NPJ6	Biogrid
PSMA2	FBXO7	P25787	Q9Y3I1	Biogrid
PSMA2	SOD1	P25787	P00441	Biogrid
PSMA2	CFTR	P25787	P13569	Biogrid
PSMA2	MAPK6	P25787	Q16659	Biogrid
PSMA2	YAP1	P25787	P46937	Biogrid
PSMA2	UBE2M	P25787	P61081	Biogrid
PSMA2	UBE3A	P25787	Q05086	Biogrid
PSMA2	ESR2	P25787	Q92731	Biogrid
PSMA2	HEXIM1	P25787	O94992	Biogrid
PSMA2	MEPCE	P25787	Q7L2J0	Biogrid
ARRDC4	NEDD4L	Q8NCT1	Q96PU5	Biogrid
ARRDC4	ITCH	Q8NCT1	Q96J02	Biogrid
ARRDC4	WWP2	Q8NCT1	O00308	Biogrid
ARRDC4	ARRB1	Q8NCT1	P49407	Biogrid
ARRDC4	ARRB2	Q8NCT1	P32121	Biogrid
PTEN	AR	P60484	P10275	Biogrid
PTEN	ESR1	P60484	P03372	Biogrid
PTEN	UBE2L3	P60484	P68036	Biogrid
PTEN	UBE2I	P60484	P63279	Biogrid
PTEN	CSNK2A1	P60484	P68400	Biogrid
PTEN	CSNK2A2	P60484	P19784	Biogrid
PTEN	CHGB	P60484	P05060	Biogrid
PTEN	HBA1	P60484	P69905	Biogrid
PTEN	PTK2	P60484	Q05397	Biogrid
PTEN	MVP	P60484	Q14764	Biogrid
PTEN	NDFIP2	P60484	Q9NV92	Biogrid
PTEN	CASP8	P60484	Q14790	Biogrid
PTEN	PPP2R4	P60484	-	Biogrid
PTEN	ARHGAP26	P60484	Q9UNA1	Biogrid
PTEN	G3BP2	P60484	Q9UN86	Biogrid
PTEN	KRT14	P60484	P02533	Biogrid
PTEN	AMHR2	P60484	Q16671	Biogrid
PTEN	CRKL	P60484	P46109	Biogrid
PTEN	MAP2K6	P60484	P52564	Biogrid
PTEN	PINK1	P60484	Q9BXM7	Biogrid
PTEN	WWP2	P60484	O00308	Biogrid
PTEN	MED12	P60484	Q93074	Biogrid
PTEN	EEF1A2	P60484	Q05639	Biogrid
PTEN	FRK	P60484	P42685	Biogrid
PTEN	AKT1	P60484	P31749	Biogrid
PTEN	EGR1	P60484	P18146	Biogrid
PTEN	ELAVL1	P60484	Q15717	Biogrid
PTEN	KAT2B	P60484	Q92831	Biogrid
PTEN	CDC27	P60484	P30260	Biogrid
PTEN	ANAPC4	P60484	Q9UJX5	Biogrid
PTEN	ANAPC7	P60484	Q9UJX3	Biogrid
PTEN	FBXW7	P60484	Q969H0	Biogrid
PTEN	LATS1	P60484	O95835	Biogrid
PTEN	CBL	P60484	P22681	Biogrid
PTEN	EPHB1	P60484	P54762	Biogrid
PTEN	USP10	P60484	Q14694	Biogrid
PTEN	USP4	P60484	Q13107	Biogrid
PTEN	UBC	P60484	P0CG48	Biogrid
PTEN	WWP1	P60484	Q9H0M0	Biogrid
PTEN	TXNDC11	P60484	Q6PKC3	Biogrid
PTEN	MXD1	P60484	Q05195	Biogrid
PTEN	TUBA1A	P60484	Q71U36	Biogrid
PTEN	ENO2	P60484	P09104	Biogrid
PTEN	NOTCH1	P60484	P46531	Biogrid
PTEN	UBE2D1	P60484	P51668	Biogrid
PTEN	LLGL2	P60484	Q6P1M3	Biogrid
PTEN	SOCS1	P60484	O15524	Biogrid
PTEN	TRIM24	P60484	O15164	Biogrid
PTEN	MCCC2	P60484	Q9HCC0	Biogrid
PTEN	HSPA1A	P60484	P0DMV8	Biogrid
PTEN	TUBA3C	P60484	P0DPH7	Biogrid
PTEN	TUBB2A	P60484	Q13885	Biogrid
PTEN	AMOT	P60484	Q4VCS5	Biogrid
PTEN	HSPA6	P60484	P17066	Biogrid
PTEN	TUBB3	P60484	Q13509	Biogrid
PTEN	RPS2	P60484	P15880	Biogrid
PTEN	RPL10A	P60484	P62906	Biogrid
PTEN	RPLP0	P60484	P05388	Biogrid
PTEN	SSR4	P60484	P51571	Biogrid
PTEN	ANXA2	P60484	P07355	Biogrid
PTEN	FASN	P60484	P49327	Biogrid
PTEN	AKAP12	P60484	Q02952	Biogrid
PTEN	DBN1	P60484	Q16643	Biogrid
PTEN	RPL38	P60484	P63173	Biogrid
PTEN	MPRIP	P60484	Q6WCQ1	Biogrid
PTEN	EEF2	P60484	P13639	Biogrid
PTEN	SPTBN1	P60484	Q01082	Biogrid
PTEN	LIMA1	P60484	Q9UHB6	Biogrid
PTEN	RPL22L1	P60484	Q6P5R6	Biogrid
PTEN	RPLP2	P60484	P05387	Biogrid
PTEN	FLNB	P60484	O75369	Biogrid
PTEN	PLEC	P60484	Q15149	Biogrid
PTEN	MTHFD2	P60484	P13995	Biogrid
PTEN	LDHB	P60484	P07195	Biogrid
PTEN	RPS25	P60484	P62851	Biogrid
PTEN	CFL1	P60484	P23528	Biogrid
PTEN	RCC2	P60484	Q9P258	Biogrid
PTEN	RPL7	P60484	P18124	Biogrid
PTEN	TUBA1B	P60484	P68363	Biogrid
PTEN	ATP5C1	P60484	-	Biogrid
PTEN	ARF4	P60484	P18085	Biogrid
PTEN	RPL13A	P60484	P40429	Biogrid
PTEN	RPL23	P60484	P62829	Biogrid
PTEN	NCF1	P60484	P14598	Biogrid
PTEN	RPS20	P60484	P60866	Biogrid
PTEN	TUFM	P60484	P49411	Biogrid
PTEN	S100A8	P60484	P05109	Biogrid
PTEN	KBTBD4	P60484	Q9NVX7	Biogrid
PTEN	PKM	P60484	P14618	Biogrid
PTEN	RPS4X	P60484	P62701	Biogrid
PTEN	DCAF11	P60484	Q8TEB1	Biogrid
PTEN	RPS13	P60484	P62277	Biogrid
PTEN	MYL12A	P60484	P19105	Biogrid
PTEN	CALM1	P60484	P0DP23	Biogrid
PTEN	SLC25A3	P60484	Q00325	Biogrid
PTEN	RPL31	P60484	P62899	Biogrid
PTEN	SNTB2	P60484	Q13425	Biogrid
PTEN	MYO1C	P60484	O00159	Biogrid
PTEN	RPS27A	P60484	P62979	Biogrid
PTEN	YES1	P60484	P07947	Biogrid
PTEN	DDB1	P60484	Q16531	Biogrid
PTEN	PDGFRB	P60484	P09619	Biogrid
PTEN	BCAR1	P60484	P56945	Biogrid
PTEN	PLK1	P60484	P53350	Biogrid
PTEN	CHEK1	P60484	O14757	Biogrid
PTEN	VHL	P60484	P40337	Biogrid
PTEN	MTOR	P60484	P42345	Biogrid
PTEN	CDKN2A	P60484	P42771|Q8N726	Biogrid
PTEN	PTEN	P60484	P60484	Biogrid
PTEN	INS	P60484	P01308	Biogrid
PTEN	AATK	P60484	Q6ZMQ8	Biogrid
PTEN	ERBB3	P60484	P21860	Biogrid
PTEN	Nedd4	P60484	-	Biogrid
PTEN	Cct7	P60484	-	Biogrid
PTEN	Cct4	P60484	-	Biogrid
PTEN	Actb	P60484	-	Biogrid
PTEN	MCRS1	P60484	Q96EZ8	Biogrid
PTEN	CCND2	P60484	P30279	Biogrid
PTEN	NUMB	P60484	P49757	Biogrid
PTEN	CHUK	P60484	O15111	Biogrid
PTEN	PIK3R1	P60484	P27986	Biogrid
PTEN	EED	P60484	O75530	Biogrid
PTEN	IGF2BP1	P60484	Q9NZI8	Biogrid
PTEN	SEC24B	P60484	O95487	Biogrid
PTEN	RAB5C	P60484	P51148	Biogrid
PTEN	MOGS	P60484	Q13724	Biogrid
PTEN	RAB1B	P60484	Q9H0U4	Biogrid
PTEN	CTBP1	P60484	Q13363	Biogrid
PTEN	TRAPPC2	P60484	P0DI81	Biogrid
PTEN	SEC24C	P60484	P53992	Biogrid
PTEN	TRAPPC2L	P60484	Q9UL33	Biogrid
PTEN	SLC9A3R2	P60484	Q15599	Biogrid
PTEN	APOD	P60484	P05090	Biogrid
PTEN	HBB	P60484	P68871	Biogrid
PTEN	SNX27	P60484	Q96L92	Biogrid
PTEN	CUL4B	P60484	Q13620	Biogrid
PPP2CA	ESRRB	P67775	O95718	Biogrid
PPP2CA	TRIP13	P67775	Q15645	Biogrid
PPP2CA	ISYNA1	P67775	Q9NPH2	Biogrid
PPP2CA	MRPS26	P67775	Q9BYN8	Biogrid
PPP2CA	PTN	P67775	P21246	Biogrid
PPP2CA	CDK2	P67775	P24941	Biogrid
PPP2CA	CDK6	P67775	Q00534	Biogrid
PPP2CA	ETF1	P67775	P62495	Biogrid
PPP2CA	RELA	P67775	Q04206	Biogrid
PPP2CA	PPP2R2A	P67775	P63151	Biogrid
PPP2CA	CTTNBP2	P67775	Q8WZ74	Biogrid
PPP2CA	STRIP1	P67775	Q5VSL9	Biogrid
PPP2CA	MOB4	P67775	Q9Y3A3	Biogrid
PPP2CA	PPP2R1A	P67775	P30153	Biogrid
PPP2CA	STRN3	P67775	Q13033	Biogrid
PPP2CA	STRN4	P67775	Q9NRL3	Biogrid
PPP2CA	PPME1	P67775	Q9Y570	Biogrid
PPP2CA	PPFIA1	P67775	Q13136	Biogrid
PPP2CA	IGBP1	P67775	P78318	Biogrid
PPP2CA	CCT2	P67775	P78371	Biogrid
PPP2CA	TCP1	P67775	P17987	Biogrid
PPP2CA	CCT6A	P67775	P40227	Biogrid
PPP2CA	FGFR1OP	P67775	O95684	Biogrid
PPP2CA	STK24	P67775	Q9Y6E0	Biogrid
PPP2CA	TRAF3IP3	P67775	Q9Y228	Biogrid
PPP2CA	PRKCD	P67775	Q05655	Biogrid
PPP2CA	BCL2	P67775	P10415	Biogrid
PPP2CA	PMS2	P67775	P54278	Biogrid
PPP2CA	RBL2	P67775	Q08999	Biogrid
PPP2CA	HDAC5	P67775	Q9UQL6	Biogrid
PPP2CA	PRKDC	P67775	P78527	Biogrid
PPP2CA	TERF1	P67775	P54274	Biogrid
PPP2CA	IRAK1	P67775	P51617	Biogrid
PPP2CA	PPP2R2B	P67775	Q00005	Biogrid
PPP2CA	PPP2R4	P67775	-	Biogrid
PPP2CA	PRKAA1	P67775	Q13131	Biogrid
PPP2CA	RALA	P67775	P11233	Biogrid
PPP2CA	MAPK3	P67775	P27361	Biogrid
PPP2CA	AKT1	P67775	P31749	Biogrid
PPP2CA	CHEK2	P67775	O96017	Biogrid
PPP2CA	TWIST1	P67775	Q15672	Biogrid
PPP2CA	PABPC1	P67775	P11940	Biogrid
PPP2CA	CUL3	P67775	Q13618	Biogrid
PPP2CA	CUL5	P67775	Q93034	Biogrid
PPP2CA	CUL1	P67775	Q13616	Biogrid
PPP2CA	CHUK	P67775	O15111	Biogrid
PPP2CA	IKBKG	P67775	Q9Y6K9	Biogrid
PPP2CA	VCP	P67775	P55072	Biogrid
PPP2CA	NUBP2	P67775	Q9Y5Y2	Biogrid
PPP2CA	CLNS1A	P67775	P54105	Biogrid
PPP2CA	PIN1	P67775	Q13526	Biogrid
PPP2CA	DDTL	P67775	A6NHG4	Biogrid
PPP2CA	PSMD1	P67775	Q99460	Biogrid
PPP2CA	SOD1	P67775	P00441	Biogrid
PPP2CA	AURKB	P67775	Q96GD4	Biogrid
PPP2CA	BRCA1	P67775	P38398	Biogrid
